year,plot_id,land_type,plot_area_mu,season,crop_id,crop_name,crop_type,planted_area_mu
2028,D2,水浇地,10.0,第二季,36,白萝卜,蔬菜,10.0
2028,D3,水浇地,14.0,第一季,18,刀豆,蔬菜（豆类）,14.0
2028,D3,水浇地,14.0,第二季,36,白萝卜,蔬菜,14.0
2028,D4,水浇地,6.0,第一季,29,黄瓜,蔬菜,6.0
2028,D4,水浇地,6.0,第二季,35,大白菜,蔬菜,6.0
2028,D5,水浇地,10.0,第一季,29,黄瓜,蔬菜,10.0
2028,D5,水浇地,10.0,第二季,35,大白菜,蔬菜,10.0
2028,D6,水浇地,12.0,第一季,17,豇豆,蔬菜（豆类）,12.0
2028,D6,水浇地,12.0,第二季,36,白萝卜,蔬菜,12.0
2028,D7,水浇地,22.0,第一季,17,豇豆,蔬菜（豆类）,22.0
2028,D7,水浇地,22.0,第二季,37,红萝卜,蔬菜,22.0
2028,D8,水浇地,20.0,第一季,17,豇豆,蔬菜（豆类）,20.0
2028,D8,水浇地,20.0,第二季,35,大白菜,蔬菜,20.0
2028,E1,普通大棚,0.6,第一季,18,刀豆,蔬菜（豆类）,0.6
2028,E1,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2028,E10,普通大棚,0.6,第一季,17,豇豆,蔬菜（豆类）,0.6
2028,E10,普通大棚,0.6,第二季,40,白灵菇,食用菌,0.6
2028,E11,普通大棚,0.6,第一季,18,刀豆,蔬菜（豆类）,0.6
2028,E11,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2028,E12,普通大棚,0.6,第一季,18,刀豆,蔬菜（豆类）,0.6
2028,E12,普通大棚,0.6,第二季,40,白灵菇,食用菌,0.6
2028,E13,普通大棚,0.6,第一季,18,刀豆,蔬菜（豆类）,0.6
2028,E13,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2028,E14,普通大棚,0.6,第一季,17,豇豆,蔬菜（豆类）,0.6
2028,E14,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2028,E15,普通大棚,0.6,第一季,19,芸豆,蔬菜（豆类）,0.6
2028,E15,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2028,E16,普通大棚,0.6,第一季,17,豇豆,蔬菜（豆类）,0.6
2028,E16,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2028,E2,普通大棚,0.6,第一季,18,刀豆,蔬菜（豆类）,0.6
2028,E2,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2028,E3,普通大棚,0.6,第一季,19,芸豆,蔬菜（豆类）,0.6
2028,E3,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2028,E4,普通大棚,0.6,第一季,17,豇豆,蔬菜（豆类）,0.6
2028,E4,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2028,E5,普通大棚,0.6,第一季,17,豇豆,蔬菜（豆类）,0.6
2028,E5,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2028,E6,普通大棚,0.6,第一季,19,芸豆,蔬菜（豆类）,0.6
2028,E6,普通大棚,0.6,第二季,40,白灵菇,食用菌,0.6
2028,E7,普通大棚,0.6,第一季,17,豇豆,蔬菜（豆类）,0.6
2028,E7,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2028,E8,普通大棚,0.6,第一季,17,豇豆,蔬菜（豆类）,0.6
2028,E8,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2028,E9,普通大棚,0.6,第一季,17,豇豆,蔬菜（豆类）,0.6
2028,E9,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2028,F1,智慧大棚,0.6,第一季,22,茄子,蔬菜,0.6
2028,F1,智慧大棚,0.6,第二季,29,黄瓜,蔬菜,0.6
2028,F2,智慧大棚,0.6,第一季,22,茄子,蔬菜,0.6
2028,F2,智慧大棚,0.6,第二季,29,黄瓜,蔬菜,0.6
2028,F3,智慧大棚,0.6,第一季,22,茄子,蔬菜,0.6
2028,F3,智慧大棚,0.6,第二季,29,黄瓜,蔬菜,0.6
2028,F4,智慧大棚,0.6,第一季,22,茄子,蔬菜,0.6
2028,F4,智慧大棚,0.6,第二季,29,黄瓜,蔬菜,0.6
2029,A1,平旱地,80.0,单季,7,玉米,粮食,80.0
2029,A2,平旱地,55.0,单季,7,玉米,粮食,55.0
2029,A3,平旱地,35.0,单季,7,玉米,粮食,35.0
2029,A4,平旱地,72.0,单季,4,绿豆,粮食（豆类）,72.0
2029,A5,平旱地,68.0,单季,6,小麦,粮食,68.0
2029,A6,平旱地,55.0,单季,7,玉米,粮食,55.0
2029,B1,梯田,60.0,单季,6,小麦,粮食,60.0
2029,B10,梯田,25.0,单季,6,小麦,粮食,25.0
2029,B11,梯田,60.0,单季,3,红豆,粮食（豆类）,60.0
2029,B12,梯田,45.0,单季,9,高粱,粮食,45.0
2029,B13,梯田,35.0,单季,6,小麦,粮食,35.0
2029,B14,梯田,20.0,单季,6,小麦,粮食,20.0
2029,B2,梯田,46.0,单季,2,黑豆,粮食（豆类）,46.0
2029,B3,梯田,40.0,单季,2,黑豆,粮食（豆类）,40.0
2029,B4,梯田,28.0,单季,2,黑豆,粮食（豆类）,28.0
2029,B5,梯田,25.0,单季,2,黑豆,粮食（豆类）,25.0
2029,B6,梯田,86.0,单季,8,谷子,粮食,86.0
2029,B7,梯田,55.0,单季,8,谷子,粮食,55.0
2029,B8,梯田,44.0,单季,6,小麦,粮食,44.0
2029,B9,梯田,50.0,单季,6,小麦,粮食,50.0
2029,C1,山坡地,15.0,单季,5,爬豆,粮食（豆类）,15.0
2029,C2,山坡地,13.0,单季,11,荞麦,粮食,13.0
2029,C3,山坡地,15.0,单季,4,绿豆,粮食（豆类）,15.0
2029,C4,山坡地,18.0,单季,9,高粱,粮食,18.0
2029,C5,山坡地,27.0,单季,10,黍子,粮食,27.0
2029,C6,山坡地,20.0,单季,5,爬豆,粮食（豆类）,20.0
2029,D1,水浇地,15.0,第一季,29,黄瓜,蔬菜,15.0
2029,D1,水浇地,15.0,第二季,35,大白菜,蔬菜,15.0
2029,D2,水浇地,10.0,第一季,18,刀豆,蔬菜（豆类）,10.0
2029,D2,水浇地,10.0,第二季,36,白萝卜,蔬菜,10.0
2029,D3,水浇地,14.0,第一季,29,黄瓜,蔬菜,14.0
2029,D3,水浇地,14.0,第二季,35,大白菜,蔬菜,14.0
2029,D4,水浇地,6.0,第一季,18,刀豆,蔬菜（豆类）,6.0
2029,D4,水浇地,6.0,第二季,35,大白菜,蔬菜,6.0
2029,D5,水浇地,10.0,第一季,17,豇豆,蔬菜（豆类）,10.0
2029,D5,水浇地,10.0,第二季,36,白萝卜,蔬菜,10.0
2029,D6,水浇地,12.0,第一季,29,黄瓜,蔬菜,12.0
2029,D6,水浇地,12.0,第二季,36,白萝卜,蔬菜,12.0
2029,D7,水浇地,22.0,第一季,29,黄瓜,蔬菜,22.0
2029,D7,水浇地,22.0,第二季,36,白萝卜,蔬菜,22.0
2029,D8,水浇地,20.0,第一季,29,黄瓜,蔬菜,20.0
2029,D8,水浇地,20.0,第二季,37,红萝卜,蔬菜,20.0
2029,E1,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2029,E1,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2029,E10,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2029,E10,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2029,E11,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2029,E11,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2029,E12,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2029,E12,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2029,E13,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2029,E13,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2029,E14,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2029,E14,普通大棚,0.6,第二季,40,白灵菇,食用菌,0.6
2029,E15,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2029,E15,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2029,E16,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2029,E16,普通大棚,0.6,第二季,40,白灵菇,食用菌,0.6
2029,E2,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2029,E2,普通大棚,0.6,第二季,40,白灵菇,食用菌,0.6
2029,E3,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2029,E3,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2029,E4,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2029,E4,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2029,E5,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2029,E5,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2029,E6,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2029,E6,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2029,E7,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2029,E7,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2029,E8,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2029,E8,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2029,E9,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2029,E9,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2029,F1,智慧大棚,0.6,第一季,22,茄子,蔬菜,0.6
2029,F1,智慧大棚,0.6,第二季,29,黄瓜,蔬菜,0.6
2029,F2,智慧大棚,0.6,第一季,22,茄子,蔬菜,0.6
2029,F2,智慧大棚,0.6,第二季,29,黄瓜,蔬菜,0.6
2029,F3,智慧大棚,0.6,第一季,18,刀豆,蔬菜（豆类）,0.6
2029,F3,智慧大棚,0.6,第二季,29,黄瓜,蔬菜,0.6
2029,F4,智慧大棚,0.6,第一季,18,刀豆,蔬菜（豆类）,0.6
2029,F4,智慧大棚,0.6,第二季,29,黄瓜,蔬菜,0.6
2030,A1,平旱地,80.0,单季,2,黑豆,粮食（豆类）,80.0
2030,A2,平旱地,55.0,单季,4,绿豆,粮食（豆类）,55.0
2030,A3,平旱地,35.0,单季,4,绿豆,粮食（豆类）,35.0
2030,A4,平旱地,72.0,单季,7,玉米,粮食,72.0
2030,A5,平旱地,68.0,单季,7,玉米,粮食,68.0
2030,B10,梯田,25.0,单季,3,红豆,粮食（豆类）,25.0
2030,B11,梯田,60.0,单季,8,谷子,粮食,60.0
2030,B12,梯田,45.0,单季,6,小麦,粮食,45.0
2030,B13,梯田,35.0,单季,3,红豆,粮食（豆类）,35.0
2030,B14,梯田,20.0,单季,2,黑豆,粮食（豆类）,20.0
2030,B2,梯田,46.0,单季,6,小麦,粮食,46.0
2030,B3,梯田,40.0,单季,8,谷子,粮食,40.0
2030,B4,梯田,28.0,单季,8,谷子,粮食,28.0
2030,B5,梯田,25.0,单季,8,谷子,粮食,25.0
2030,B6,梯田,86.0,单季,6,小麦,粮食,86.0
2030,B7,梯田,55.0,单季,6,小麦,粮食,55.0
2030,B8,梯田,44.0,单季,2,黑豆,粮食（豆类）,44.0
2030,B9,梯田,50.0,单季,2,黑豆,粮食（豆类）,50.0
2030,C1,山坡地,15.0,单季,11,荞麦,粮食,15.0
2030,C2,山坡地,13.0,单季,5,爬豆,粮食（豆类）,13.0
2030,C3,山坡地,15.0,单季,10,黍子,粮食,15.0
2030,C4,山坡地,18.0,单季,10,黍子,粮食,18.0
2030,C5,山坡地,27.0,单季,9,高粱,粮食,27.0
2030,C6,山坡地,20.0,单季,9,高粱,粮食,20.0
2030,D1,水浇地,15.0,第一季,17,豇豆,蔬菜（豆类）,15.0
2030,D1,水浇地,15.0,第二季,36,白萝卜,蔬菜,15.0
2030,D2,水浇地,10.0,第一季,29,黄瓜,蔬菜,10.0
2030,D2,水浇地,10.0,第二季,36,白萝卜,蔬菜,10.0
2030,D3,水浇地,14.0,第一季,29,黄瓜,蔬菜,14.0
2030,D3,水浇地,14.0,第二季,36,白萝卜,蔬菜,14.0
2030,D4,水浇地,6.0,第一季,29,黄瓜,蔬菜,6.0
2030,D4,水浇地,6.0,第二季,36,白萝卜,蔬菜,6.0
2030,D5,水浇地,10.0,第一季,29,黄瓜,蔬菜,10.0
2030,D5,水浇地,10.0,第二季,36,白萝卜,蔬菜,10.0
2030,D6,水浇地,12.0,第一季,29,黄瓜,蔬菜,12.0
2030,D6,水浇地,12.0,第二季,37,红萝卜,蔬菜,12.0
2030,D7,水浇地,22.0,第一季,29,黄瓜,蔬菜,22.0
2030,D7,水浇地,22.0,第二季,35,大白菜,蔬菜,22.0
2030,D8,水浇地,20.0,第一季,29,黄瓜,蔬菜,20.0
2030,D8,水浇地,20.0,第二季,35,大白菜,蔬菜,20.0
2030,E1,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2030,E1,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2030,E10,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2030,E10,普通大棚,0.6,第二季,40,白灵菇,食用菌,0.6
2030,E11,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2030,E11,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2030,E12,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2030,E12,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2030,E13,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2030,E13,普通大棚,0.6,第二季,40,白灵菇,食用菌,0.6
2030,E14,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2030,E14,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2030,E15,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2030,E15,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2030,E16,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2030,E16,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2030,E2,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2030,E2,普通大棚,0.6,第二季,40,白灵菇,食用菌,0.6
2030,E3,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2030,E3,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2030,E4,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2030,E4,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2030,E5,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2030,E5,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2030,E6,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2030,E6,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2030,E7,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2030,E7,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2030,E8,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2030,E8,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2030,E9,普通大棚,0.6,第一季,29,黄瓜,蔬菜,0.6
2030,E9,普通大棚,0.6,第二季,38,榆黄菇,食用菌,0.6
2030,F1,智慧大棚,0.6,第一季,18,刀豆,蔬菜（豆类）,0.6
2030,F1,智慧大棚,0.6,第二季,29,黄瓜,蔬菜,0.6
2030,F2,智慧大棚,0.6,第一季,18,刀豆,蔬菜（豆类）,0.6
2030,F2,智慧大棚,0.6,第二季,29,黄瓜,蔬菜,0.6
2030,F3,智慧大棚,0.6,第一季,22,茄子,蔬菜,0.6
2030,F3,智慧大棚,0.6,第二季,29,黄瓜,蔬菜,0.6
2030,F4,智慧大棚,0.6,第一季,22,茄子,蔬菜,0.6
2030,F4,智慧大棚,0.6,第二季,29,黄瓜,蔬菜,0.6
